uri,label_de,label_es
https://d-nb.info/gnd/4224692-1,Mehrfaches Integral,integral múltiple
https://d-nb.info/gnd/4193445-3,Mehrfachgefäß,vaso múltiple
https://d-nb.info/gnd/4815041-1,Mehrfachgefechtskopf,cabeza de combate múltiple
https://d-nb.info/gnd/4572566-4,Mehrfachgreifer,pinza múltiple
https://d-nb.info/gnd/4169292-5,Mehrfachhandlung,acción múltiple
https://d-nb.info/gnd/4359953-9,Mehrfachionisation,ionización múltiple
https://d-nb.info/gnd/4318042-5,Mehrfachkandidatur,candidatura múltiple
https://d-nb.info/gnd/4482833-0,Mehrfachkreuzung,cruce múltiple
https://d-nb.info/gnd/4271846-6,Mehrfachleitung,línea múltiple
https://d-nb.info/gnd/4733618-3,Mehrfachmalignom,neoplasia maligna múltiple
https://d-nb.info/gnd/4280079-1,Mehrfachnutzung,uso múltiple
https://d-nb.info/gnd/4604982-4,Mehrfachoptimierung,optimización múltiple
https://d-nb.info/gnd/4430293-9,Mehrfachpfändung,embargo múltiple
https://d-nb.info/gnd/4242583-9,Mehrfachreflexion,reflexión múltiple
https://d-nb.info/gnd/7649005-1,Mehrfachregelung,regulación múltiple
https://d-nb.info/gnd/4285925-6,Mehrfachresonanz,resonancia múltiple
https://d-nb.info/gnd/4349536-9,Mehrfachringbassin,cuenca anular múltiple
https://d-nb.info/gnd/4169293-7,Mehrfachriss,fisura múltiple
https://d-nb.info/gnd/4334294-2,Mehrfachstern,estrella múltiple
https://d-nb.info/gnd/4794942-9,Mehrfachstreckensystem,sistema de múltiples tramos
https://d-nb.info/gnd/4336403-2,Mehrfachtäter,delincuente reincidente
https://d-nb.info/gnd/7551206-3,Mehrfachtäterin,delincuente reincidente (mujer)
https://d-nb.info/gnd/7713390-0,Mehrfachtätigkeit,actividad múltiple
https://d-nb.info/gnd/4736132-3,Mehrfachtraktion,tracción múltiple
https://d-nb.info/gnd/4248825-4,Mehrfachüberdeckung,superposición múltiple
https://d-nb.info/gnd/4236083-3,Mehrfachüberlieferung,transmisión múltiple
https://d-nb.info/gnd/4519106-2,Mehrfachwerkzeug,herramienta múltiple
https://d-nb.info/gnd/4251669-9,Mehrfachzugriff,acceso múltiple
https://d-nb.info/gnd/4251672-9,Mehrfachzugriffsprotokoll,protocolo de acceso múltiple
https://d-nb.info/gnd/4038373-8,Mehrfamilienhaus,habitat colectivo
https://d-nb.info/gnd/4169294-9,Mehrfarbenfotometrie,fotometría multicolor
https://d-nb.info/gnd/4427513-4,Mehrfarbenspritzgießen,moldeo por inyección multicolor
https://d-nb.info/gnd/4169295-0,Mehrfarbige Flüssigkristallanzeige,pantalla de cristal líquido multicolor
https://d-nb.info/gnd/7544635-2,Mehrfeldproblem,problema multifiscal
https://d-nb.info/gnd/4254513-4,Mehrfrequenzcodeverfahren,método de codificación multifrecuencia
https://d-nb.info/gnd/4825594-4,Mehrfrequenztriebfahrzeug,vehículo ferroviario multifrecuencia
https://d-nb.info/gnd/4531261-8,Mehrfunktionsverpackungsmaschine,máquina envasadora multifunción
https://d-nb.info/gnd/4304952-7,Mehrfüßiges Gefäß,vaso multípodo
https://d-nb.info/gnd/7607842-5,Mehrgenerationenhaus,casa multigeneracional
https://d-nb.info/gnd/4215762-6,Mehrgenerationenmodell,modelo multigeneracional
https://d-nb.info/gnd/4195075-6,Mehrgenerationstherapie,terapia multigeneracional
https://d-nb.info/gnd/4260177-0,Mehrgerüststraße,carretera de múltiples estructuras
https://d-nb.info/gnd/4169297-4,Mehrgitterröhre,tubo multirrejilla
https://d-nb.info/gnd/4038376-3,Mehrgitterverfahren,método de rejillas múltiples
https://d-nb.info/gnd/4415405-7,Mehrgleichungsmodell,modelo de múltiples ecuaciones
https://d-nb.info/gnd/4725388-5,Mehrgleisiger Vertrieb,distribución multicanal
https://d-nb.info/gnd/7556992-9,Mehrgliedrige Konjunktion,conjunción de varios elementos
https://d-nb.info/gnd/4730792-4,Mehrgliedriger Tarifvertrag,convenio colectivo de varios elementos
https://d-nb.info/gnd/4038377-5,Mehrgrößenregelung,regulación multivariable
https://d-nb.info/gnd/4135771-1,Mehrgrößenregelungssystem,sistema de regulación multivariable
https://d-nb.info/gnd/4470248-6,Mehrgruppentheorie,teoría de grupos múltiples
https://d-nb.info/gnd/4464169-2,Mehrgüter-Fluss-Problem,problema de flujo de múltiples bienes
https://d-nb.info/gnd/4169298-6,Mehrheit,mayoría
https://d-nb.info/gnd/4508434-8,Mehrheit von Beteiligten,mayoría de partes interesadas
https://d-nb.info/gnd/4225886-8,Mehrheit von Gläubigern,mayoría de acreedores
https://d-nb.info/gnd/4232308-3,Mehrheit von Schädigern,mayoría de causantes del daño
https://d-nb.info/gnd/4225885-6,Mehrheit von Schuldnern,mayoría de deudores
https://d-nb.info/gnd/4038383-0,Mehrheitsbeteiligung,participación mayoritaria
https://d-nb.info/gnd/4590066-8,Mehrheitsdemokratie,democracia mayoritaria
https://d-nb.info/gnd/4277108-0,Mehrheitsentscheidung,decisión por mayoría
https://d-nb.info/gnd/4169299-8,Mehrheitsfraktion,grupo parlamentario mayoritario
https://d-nb.info/gnd/4038382-9,Mehrheitsprinzip,Principio de mayoría
https://d-nb.info/gnd/4169300-0,Mehrheitswahl,sistema electoral mayoritario
https://d-nb.info/gnd/4169301-2,Mehri,mehri
https://d-nb.info/gnd/4169302-4,Mehrjährige Futterpflanzen,plantas forrajeras plurianuales
https://d-nb.info/gnd/4811854-0,Mehrkabinenaufzug,ascensor de varias cabinas
https://d-nb.info/gnd/7519506-9,Mehrkamerasystem,sistema multicámara
https://d-nb.info/gnd/4377225-0,Mehrkammerdüngerstreuer,esparcidor de fertilizante de varias cámaras
https://d-nb.info/gnd/4169303-6,Mehrkampf,prueba combinada
https://d-nb.info/gnd/4169304-8,Mehrkanalübertragung,transmisión multicanal
https://d-nb.info/gnd/4395289-6,Mehrkämpfer,atleta de pruebas combinadas
https://d-nb.info/gnd/1027107532,Mehrkämpferin,atleta de pruebas combinadas
https://d-nb.info/gnd/1199547921,Mehrkernfaser,fibra multinúcleo
https://d-nb.info/gnd/4169306-1,Mehrkernige Komplexe,complejos polinucleares
https://d-nb.info/gnd/7598578-0,Mehrkernprozessor,procesador multinúcleo
https://d-nb.info/gnd/7727594-9,Mehrkindfamilie,familia numerosa
https://d-nb.info/gnd/1124866868,Mehrkomponenten-Spritzgießen,moldeo por inyección multicomponente
https://d-nb.info/gnd/4169307-3,Mehrkomponentenanalyse,análisis multicomponente
https://d-nb.info/gnd/7688182-9,Mehrkomponentengeschäft,negocio multicomponente
https://d-nb.info/gnd/4169308-5,Mehrkoordinatenmessgerät,máquina de medición multicoordenada
https://d-nb.info/gnd/4560248-7,Mehrkopfautomat,máquina automática de varios cabezales
https://d-nb.info/gnd/4372997-6,Mehrkopfstickautomat,máquina automática de bordado de varios cabezales
https://d-nb.info/gnd/1343133378,Mehrkosten,costes adicionales
https://d-nb.info/gnd/1200134982,Mehrkörperflugzeug,aeronave multicuerpo
https://d-nb.info/gnd/4038390-8,Mehrkörpersystem,sistema multicuerpo
https://d-nb.info/gnd/4610682-0,Mehrkriterielle Optimierung,optimización multicriterio
https://d-nb.info/gnd/4538422-8,Mehrlader,cargador múltiple
https://d-nb.info/gnd/4169309-7,Mehrlagenschweißen,soldadura multicapa
https://d-nb.info/gnd/4169310-3,Mehrlagenschweißnaht,cordón de soldadura multicapa
https://d-nb.info/gnd/1230088806,Mehrlagenwicklung,bobinado multicapa
https://d-nb.info/gnd/4267798-1,Mehrlagenzuschnitt,corte de varias capas
https://d-nb.info/gnd/4344754-5,Mehrling,mellizo
https://d-nb.info/gnd/4246407-9,Mehrlingsgeburt,parto múltiple
https://d-nb.info/gnd/4247639-2,Mehrlingsschwangerschaft,embarazo múltiple
https://d-nb.info/gnd/4415870-1,Mehrmaschinenproblem,Problema de múltiples máquinas
https://d-nb.info/gnd/4134314-1,Mehrmikroprozessorsystem,Sistema de múltiples microprocesadores
https://d-nb.info/gnd/4169311-5,Mehrmotorenantrieb,Accionamiento multimotor
https://d-nb.info/gnd/4416037-9,Mehrnährstoffdünger,Fertilizante multinutriente
https://d-nb.info/gnd/4205934-3,Mehrparametrige Spektraltheorie,Teoría espectral multiparamétrica
https://d-nb.info/gnd/4289221-1,Mehrparametriges Eigenwertproblem,Problema de valores propios multiparamétrico
https://d-nb.info/gnd/4480818-5,Mehrparteienprotokoll,Protocolo multipartito
https://d-nb.info/gnd/4169312-7,Mehrparteiensystem,sistema multipartidista
https://d-nb.info/gnd/4252657-7,Mehrpersonenspiel,Juego multijugador
https://d-nb.info/gnd/4169313-9,Mehrperspektivischer Unterricht,Enseñanza multiperspectiva
https://d-nb.info/gnd/4169314-0,Mehrphasenkeramik,Cerámica multifásica
https://d-nb.info/gnd/4332749-7,Mehrphasenmaschine,Máquina multifásica
https://d-nb.info/gnd/4125884-8,Mehrphasenreaktor,Reactor multifásico
https://d-nb.info/gnd/7516945-9,Mehrphasenstahl,Acero multifásico
https://d-nb.info/gnd/4169315-2,Mehrphasenströmung,Flujo multifásico
https://d-nb.info/gnd/4125888-5,Mehrphasensystem,Sistema multifásico
https://d-nb.info/gnd/4606274-9,Mehrphasensystem <Elektrotechnik>,Sistema multifásico
https://d-nb.info/gnd/4426735-6,Mehrphotonen-Spektroskopie,Espectroscopia multifotónica
https://d-nb.info/gnd/4226687-7,Mehrphotonenionisation,Ionización multifotónica
https://d-nb.info/gnd/4131057-3,Mehrphotonenprozess,Proceso multifotónico
https://d-nb.info/gnd/4224999-5,Mehrplatzsystem,Sistema multiusuario
https://d-nb.info/gnd/4169316-4,Mehrproduktbetrieb,Producción de múltiples productos
https://d-nb.info/gnd/4169317-6,Mehrproduktfertigung,Fabricación de múltiples productos
https://d-nb.info/gnd/4169318-8,Mehrprogrammbetrieb,Operación multiprograma
https://d-nb.info/gnd/4038397-0,Mehrprozessorsystem,Sistema multiprocesador
https://d-nb.info/gnd/4371838-3,Mehrpunktfunktion,Función multipunto
https://d-nb.info/gnd/4271169-1,Mehrpunktrandwertproblem,Problema de valores en la frontera multipunto
https://d-nb.info/gnd/1027168965,Mehrpunktwechselrichter,Inversor multipunto
https://d-nb.info/gnd/4549421-6,Mehrquanten-NMR-Spektroskopie,Espectroscopia de RMN multicuántica
https://d-nb.info/gnd/4038398-2,Mehrrechnersystem,Sistema multicomputador
https://d-nb.info/gnd/7607814-0,Mehrrechtsstaat,Estado de derecho pluralista
https://d-nb.info/gnd/1151717746,Mehrreihenständerbau,Construcción de bastidor de múltiples filas
https://d-nb.info/gnd/4734038-1,Mehrrobotersystem,Sistema multirrobot
https://d-nb.info/gnd/4288313-1,Mehrrumpfboot,Embarcación multicasco
https://d-nb.info/gnd/4523589-2,Mehrscheibenschneidmühle,Molino triturador de múltiples discos
https://d-nb.info/gnd/4354626-2,Mehrschichten-Perzeptron,Perceptrón multicapa
https://d-nb.info/gnd/4208628-0,Mehrschichtleiterplatte,Placa de circuito impreso multicapa
https://d-nb.info/gnd/4169321-8,Mehrschichtschaltung,Circuito multicapa
https://d-nb.info/gnd/4169323-1,Mehrschichtsintern,Sinterización multicapa
https://d-nb.info/gnd/4244347-7,Mehrschichtsystem,Sistema multicapa
https://d-nb.info/gnd/1083423134,Mehrschienengleis,Vía de múltiples carriles
https://d-nb.info/gnd/4197997-7,Mehrschlitten-Drehmaschine,Torno de carros múltiples
https://d-nb.info/gnd/4783905-3,Mehrschneckenextruder,Extrusora de múltiples husillos
https://d-nb.info/gnd/1038081386,Mehrschneidenreibahle,Escariador de múltiples filos
https://d-nb.info/gnd/1154421058,Mehrschneidiges rotierendes Werkzeug,Herramienta rotativa de múltiples filos
https://d-nb.info/gnd/4233891-8,Mehrschnitt,Corte múltiple
https://d-nb.info/gnd/4341906-9,Mehrschnittproblem,Problema de corte múltiple
https://d-nb.info/gnd/4465712-2,Mehrschritt-Therapie,Terapia en múltiples etapas
https://d-nb.info/gnd/4198527-8,Mehrschrittverfahren,Método de múltiples etapas
https://d-nb.info/gnd/4416235-2,Mehrskalenanalyse,Análisis multiescala
https://d-nb.info/gnd/7600619-0,Mehrskalenmodell,Modelo multiescala
https://d-nb.info/gnd/4414263-8,Mehrsortige Logik,Lógica multivaluada
https://d-nb.info/gnd/4169324-3,Mehrsortige Prädikatenlogik,Lógica de predicados multiclase
https://d-nb.info/gnd/1190744996,Mehrspartentheater,Teatro de varias salas
https://d-nb.info/gnd/4169325-5,Mehrspindelbohren,Taladrado multihusillo
https://d-nb.info/gnd/4169326-7,Mehrspindelbohrkopf,Cabezal de taladrado multihusillo
https://d-nb.info/gnd/4332922-6,Mehrspindelbohrmaschine,Taladradora multihusillo
https://d-nb.info/gnd/4169327-9,Mehrspindeldrehautomat,Torno automático multihusillo
https://d-nb.info/gnd/4202714-7,Mehrspindeldrehmaschine,Torno multihusillo
https://d-nb.info/gnd/7701465-0,Mehrsprachiger Thesaurus,Tesauro multilingüe
https://d-nb.info/gnd/4169328-0,Mehrsprachiger Vertrag,Contrato multilingüe
https://d-nb.info/gnd/4491366-7,Mehrsprachiges Wörterbuch,Diccionario multilingüe
https://d-nb.info/gnd/4038403-2,Mehrsprachigkeit,Multilingüismo
https://d-nb.info/gnd/1022415352,Mehrsprachigkeit <Motiv>,Multilingüismo
https://d-nb.info/gnd/4137782-5,Mehrstaater,Estado multinacional
https://d-nb.info/gnd/4169329-2,Mehrstellenarbeit,Trabajo en varios puestos
https://d-nb.info/gnd/7503349-5,Mehrstellige Funktion,Función de varias variables
https://d-nb.info/gnd/4169330-9,Mehrstimmigkeit <Musik>,Polifonía
https://d-nb.info/gnd/4490708-4,Mehrstimmrechtsaktie,Acción con voto múltiple
https://d-nb.info/gnd/4621214-0,Mehrstoffbrenner,Quemador multicombustible
https://d-nb.info/gnd/4132152-2,Mehrstoffsystem,Sistema multicombustible
https://d-nb.info/gnd/4427489-0,Mehrstufenanregung,Excitación multietapa
https://d-nb.info/gnd/4529529-3,Mehrstufenbauart,Diseño multietapa
https://d-nb.info/gnd/7547433-5,Mehrstufenpresse,Prensa multietapa
https://d-nb.info/gnd/4289349-5,Mehrstufenprozess,Proceso multietapa
https://d-nb.info/gnd/4502326-8,Mehrstufige Produktion,Producción multietapa
https://d-nb.info/gnd/4521846-8,Mehrstufige Strömungsmaschine,Máquina de flujo multietapa
https://d-nb.info/gnd/4277482-2,Mehrstufiger Axialverdichter,Compresor axial multietapa
https://d-nb.info/gnd/7724122-8,Mehrstufiger Verdichter,Compresor multietapa
https://d-nb.info/gnd/4169331-0,Mehrstufiger Verwaltungsakt,Acto administrativo multietapa
https://d-nb.info/gnd/4209053-2,Mehrstufiges Schaltnetz,Red de conmutación multietapa
https://d-nb.info/gnd/4242275-9,Mehrstufiges Stichprobenverfahren,Procedimiento de muestreo multietapa
https://d-nb.info/gnd/4247640-9,Mehrstufiges Trennverfahren,Procedimiento de separación multietapa
https://d-nb.info/gnd/4257539-4,Mehrstufiges Umformen,Conformado multietapa
https://d-nb.info/gnd/4120725-7,Mehrstufigkeit,Carácter multietapa
https://d-nb.info/gnd/4811409-1,Mehrsystemtriebfahrzeug,Vehículo ferroviario multisistema
https://d-nb.info/gnd/4140176-1,Mehrtafelprojektion,Proyección multipanel
https://d-nb.info/gnd/4364429-6,Mehrteiliges Prädikat,Predicado compuesto
https://d-nb.info/gnd/4169332-2,Mehrtor,Dispositivo multi puerto
https://d-nb.info/gnd/4509481-0,Mehrträgerverfahren,Método de múltiples portadores
https://d-nb.info/gnd/4262890-8,Mehrventilmotor,Motor multiválvula
https://d-nb.info/gnd/1085167224,Mehrwandige Kohlenstoff-Nanoröhre,Nanotubo de carbono de paredes múltiples
https://d-nb.info/gnd/4208539-1,Mehrwegeausbreitung,Propagación multitrayecto
https://d-nb.info/gnd/4604983-6,Mehrwegesuchverfahren,Método de búsqueda multitrayecto
https://d-nb.info/gnd/4618170-2,Mehrwegeventil,Válvula multivía
https://d-nb.info/gnd/4391014-2,Mehrweggeschirr,Vajilla reutilizable
https://d-nb.info/gnd/4745573-1,Mehrwegprodukt,Producto reutilizable
https://d-nb.info/gnd/4233047-6,Mehrwegverpackung,Envase reutilizable
https://d-nb.info/gnd/4169334-6,Mehrwert,Valor añadido
https://d-nb.info/gnd/4331156-8,Mehrwertanteil,Parte de valor añadido
https://d-nb.info/gnd/4271536-2,Mehrwertdienst,Servicio de valor añadido
https://d-nb.info/gnd/4744698-5,Mehrwertige Abbildung,Aplicación multivaluada
https://d-nb.info/gnd/4409125-4,Mehrwertige Funktion,Función multivaluada
https://d-nb.info/gnd/4169335-8,Mehrwertige Logik,Lógica multivaluada
https://d-nb.info/gnd/4604705-0,Mehrwertiger Operator,operador multivaluado
https://d-nb.info/gnd/7625336-3,Mehrwertnetz,red de valor añadido
https://d-nb.info/gnd/4169337-1,Mehrwerttheorie,teoría del valor añadido
https://d-nb.info/gnd/4655985-1,Mehrworteinheit,Unidad de varias palabras
https://d-nb.info/gnd/4778259-6,Mehrzählige Nullstelle,raíz múltiple
https://d-nb.info/gnd/4340496-0,Mehrzähniger Ligand,ligando multidentado
https://d-nb.info/gnd/7607022-0,Mehrzeilendetektorcomputertomographie,tomografía computarizada multidetector
https://d-nb.info/gnd/4277668-5,Mehrzielmethode,método multiobjetivo
https://d-nb.info/gnd/4778179-8,Mehrzugbetrieb,operación con múltiples trenes
https://d-nb.info/gnd/4169338-3,Mehrzweckbau,Edificio polivalente
https://d-nb.info/gnd/4264175-5,Mehrzweckhalle,pabellón multiusos
https://d-nb.info/gnd/1050329139,Mehrzweckkampfflugzeug,avión de combate polivalente
https://d-nb.info/gnd/4169339-5,Mehrzwecknutzung,uso polivalente
https://d-nb.info/gnd/4169340-1,Mehrzweckrasse,raza polivalente
https://d-nb.info/gnd/1043080686,Mehrzweckschiff,buque polivalente
https://d-nb.info/gnd/1080106057,Meiatermes bertrani,Meiatermes bertrani
https://d-nb.info/gnd/1071807072,Meibom-Drüse,glándula de Meibomio
https://d-nb.info/gnd/7647276-0,Meidoorn <Druckschrift>,espino albar
https://d-nb.info/gnd/4292334-7,Meidung,evitación
https://d-nb.info/gnd/4563100-1,Meier <Familienname>,administrador de finca
https://d-nb.info/gnd/4722934-2,Meiereimädchen,hija del administrador de la finca
https://d-nb.info/gnd/4169341-3,Meierhof,casa de labor
https://d-nb.info/gnd/4169342-5,Meierrecht,derecho de administración de fincas
https://d-nb.info/gnd/7857166-2,Meiji-Zeit,era Meiji
https://d-nb.info/gnd/4257343-9,Meijireform,Reforma Meiji
https://d-nb.info/gnd/4329157-0,Meilen <Motiv>,millas
https://d-nb.info/gnd/4038439-1,Meilenstein,hito
https://d-nb.info/gnd/4334543-8,Meilenstempel,mojón de millas
https://d-nb.info/gnd/4582309-1,Meilenzeiger,poste indicador de millas
https://d-nb.info/gnd/4169343-7,Meiler,horno de carbón vegetal
https://d-nb.info/gnd/4206834-4,Meilerofen,horno de carbón vegetal
https://d-nb.info/gnd/7754185-6,Meilleur Ouvrier de France,Meilleur Ouvrier de France
https://d-nb.info/gnd/103016052X,Meimei,Meimei
https://d-nb.info/gnd/1366194527,Mein Schiff Relax,Mein Schiff Relax
https://d-nb.info/gnd/4169344-9,Meineid,perjurio
https://d-nb.info/gnd/4783338-5,Meineid <Motiv>,perjurio
https://d-nb.info/gnd/4590254-9,meinen,mi
https://d-nb.info/gnd/7587129-4,Meiningen <Motiv>,Meiningen
https://d-nb.info/gnd/4038459-7,Meinung,opinión
https://d-nb.info/gnd/4169345-0,Meinungsänderung,cambio de opinión
https://d-nb.info/gnd/4470590-6,Meinungsäußerung,Expresión de opiniones
https://d-nb.info/gnd/4038461-5,Meinungsbildung,Medios de comunicación social y opinión pública
https://d-nb.info/gnd/4038463-9,Meinungsfreiheit,Libertad de expresión
https://d-nb.info/gnd/1302835734,Meinungsfreiheit <Motiv>,libertad de opinión
https://d-nb.info/gnd/4169346-2,Meinungsführer,líder de opinión
https://d-nb.info/gnd/7504369-5,Meinungsverb,verbo de opinión
https://d-nb.info/gnd/4114558-6,Meinungsverschiedenheit,Diferencia de opinión
https://d-nb.info/gnd/4204486-8,Meinungsvielfalt,Diversidad de opiniones
https://d-nb.info/gnd/4315062-7,Meiolania platyceps,Meiolania platyceps
https://d-nb.info/gnd/4169347-4,Meiose,meiosis
https://d-nb.info/gnd/4271358-4,Meiose I,meiosis I
https://d-nb.info/gnd/4271359-6,Meiose II,meiosis II
https://d-nb.info/gnd/4123737-7,Meisen,páridos
https://d-nb.info/gnd/4792220-5,Meisen <Motiv>,páridos
https://d-nb.info/gnd/4301758-7,Meisenheim <Motiv>,Meisenheim
https://d-nb.info/gnd/4350273-8,Meisenheimer-Komplexe,complejos de Meisenheimer
https://d-nb.info/gnd/4384596-4,Meisenheimer-Reaktion,reacción de Meisenheimer
https://d-nb.info/gnd/7841587-1,Meissner-Körper,corpúsculo de Meissner
https://d-nb.info/gnd/4330647-0,Meissner-Ochsenfeld-Effekt,efecto Meissner-Ochsenfeld
https://d-nb.info/gnd/4169354-1,Meistbegünstigung,nación más favorecida
https://d-nb.info/gnd/4169355-3,Meistbegünstigungsklausel,cláusula de nación más favorecida
https://d-nb.info/gnd/4038488-3,Meister,maestro
https://d-nb.info/gnd/4778298-5,Meister <Motiv>,maestro
https://d-nb.info/gnd/7604408-7,Meister mit der Nelke,Maestro del clavel
https://d-nb.info/gnd/7647460-4,Meister-Antiqua,Antiqua Meister
https://d-nb.info/gnd/4509807-4,Meister-Tarot,Tarot Meister
https://d-nb.info/gnd/4446545-2,Meisterargument,argumento maestro
https://d-nb.info/gnd/1080588698,Meisterbuch,libro maestro
https://d-nb.info/gnd/7778631-2,Meisterin,maestra
https://d-nb.info/gnd/1033761672,Meisterklasse <Hochschule>,clase magistral
https://d-nb.info/gnd/1031435948,Meisterkurs <Musikerziehung>,curso de maestría
https://d-nb.info/gnd/4129875-5,Meisterprüfung,Examen de maestría
https://d-nb.info/gnd/4074704-9,Meistersang,canto de maestros
https://d-nb.info/gnd/4376027-2,Meistersang <Motiv>,canto de maestros
https://d-nb.info/gnd/4169357-7,Meistersangstrophe,estrofa de canto de maestros
https://d-nb.info/gnd/4246735-4,Meisterschaft,maestría
https://d-nb.info/gnd/4559466-1,Meisterschule für Schreiner,escuela de maestría para carpinteros
https://d-nb.info/gnd/4395157-0,Meisterschüler,Alumnos de máster
https://d-nb.info/gnd/1311462929,Meisterschülerpreis des Präsidenten,premio a alumnos de maestría del presidente
https://d-nb.info/gnd/4169358-9,Meistersinger,maestro cantor
https://d-nb.info/gnd/4169359-0,Meisterstück,obra maestra
https://d-nb.info/gnd/4840142-0,Meistertum,maestrazgo
https://d-nb.info/gnd/4169360-7,Meisterturnier,torneo de maestros
https://d-nb.info/gnd/4781065-8,Meisterwerk,obra maestra
https://d-nb.info/gnd/4286459-8,Meisterwurz,raíz de maestro
https://d-nb.info/gnd/4364508-2,Meithei,meitei
https://d-nb.info/gnd/4405918-8,Meithei-Sprache,lengua meitei
https://d-nb.info/gnd/4518308-9,Meitnerium,meitnerio
https://d-nb.info/gnd/4519369-1,Meixnerit,meixnerita
https://d-nb.info/gnd/4169348-6,Meißel,cincel
https://d-nb.info/gnd/4169350-4,Meißeln,cincelar
https://d-nb.info/gnd/4169351-6,Meißelschneide,filo del cincel
https://d-nb.info/gnd/4169352-8,Meißelverschleiß,desgaste del cincel
https://d-nb.info/gnd/4309190-8,Meißen <Motiv>,Meissen
https://d-nb.info/gnd/4114559-8,Meißener Porzellan,Porcelana de Meissen
https://d-nb.info/gnd/4373236-7,Meißener Porzellan <Motiv>,porcelana de Meissen
https://d-nb.info/gnd/4274207-9,Meißnerformel,fórmula de Meissner
https://d-nb.info/gnd/1318168805,Mek,mek
https://d-nb.info/gnd/4303210-2,Mek-Sprachen,lenguas mek
https://d-nb.info/gnd/4281481-9,Mekeo,mekeo
https://d-nb.info/gnd/4582816-7,Mekeo-Sprache,lengua mekeo
https://d-nb.info/gnd/4485069-4,Mekka <Motiv>,La Meca
https://d-nb.info/gnd/4502759-6,Mekkabalsam,bálsamo de La Meca
https://d-nb.info/gnd/1103700219,"Meknès <Schiff, 1929-1940>",Mequinez
https://d-nb.info/gnd/7601777-1,MEKO,MEKO
https://d-nb.info/gnd/4407468-2,Mekrãgnoti,mekragnoti
https://d-nb.info/gnd/4430457-2,mel,mel
https://d-nb.info/gnd/1311067639,Melakarta,melakarta
https://d-nb.info/gnd/1162070048,melakhah,melajá
https://d-nb.info/gnd/4284661-4,Melaleuca,Melaleuca
https://d-nb.info/gnd/4344425-8,Melaleuca alternifolia,Melaleuca alternifolia
https://d-nb.info/gnd/4323199-8,Melamin,melamina
https://d-nb.info/gnd/4360765-2,Melamin-Formaldehyd-Harz,resina de melamina-formaldehído
https://d-nb.info/gnd/4558363-8,Melaminderivate,derivados de la melamina
https://d-nb.info/gnd/4169361-9,Melaminharz,resina de melamina
https://d-nb.info/gnd/1242434038,Melampodium,Melampodium
https://d-nb.info/gnd/4620138-5,Melampodium divaricatum,Melampodium divaricatum
https://d-nb.info/gnd/4603837-1,Melampsora epitea,Melampsora epitea
https://d-nb.info/gnd/4325640-5,Melampsoraceae,Melampsoraceae
https://d-nb.info/gnd/4643970-5,Melanau,melanau
https://d-nb.info/gnd/4038515-2,Melancholie,melancolía
https://d-nb.info/gnd/4114564-1,Melancholie <Motiv>,Melancolía
https://d-nb.info/gnd/1293324426,Melancholiker,melancólico
https://d-nb.info/gnd/4676993-6,"Melanchthon, Philipp / Jubiläum <1997>","Melanchthon, Philipp / aniversario"
https://d-nb.info/gnd/4671759-6,Melanconiales,Melanconiales
https://d-nb.info/gnd/4169362-0,Melanconis,Melanconis
https://d-nb.info/gnd/7620590-3,Melander <Fisch>,Melander
https://d-nb.info/gnd/4495812-2,Melandjao,Melandjao
https://d-nb.info/gnd/4394454-1,Melanervin,Melanervin
https://d-nb.info/gnd/4100797-9,Melanesier,melanesio
https://d-nb.info/gnd/4134548-4,Melanesische Sprachen,lenguas melanesias
https://d-nb.info/gnd/126824743X,Melanesischer Soldat,soldado melanesio
https://d-nb.info/gnd/4169363-2,Melange <Geologie>,mezcla
https://d-nb.info/gnd/4169364-4,Melanin,melanina
https://d-nb.info/gnd/7862818-0,Melanisierung,melanización
https://d-nb.info/gnd/4332273-6,Melanismus,melanismo
https://d-nb.info/gnd/4254066-5,Melanit,melanita
https://d-nb.info/gnd/4790915-8,Melanocortin-1-Rezeptor,receptor de melanocortina-1
https://d-nb.info/gnd/4678062-2,Melanocortin-4-Rezeptor,receptor de melanocortina-4
https://d-nb.info/gnd/4617281-6,Melanogaster broomeianus,Melanogaster broomeianus
https://d-nb.info/gnd/4326958-8,Melanoide,melanoides
https://d-nb.info/gnd/4334130-5,Melanolophiini,Melanolophiini
https://d-nb.info/gnd/4074707-4,Melanom,melanoma
https://d-nb.info/gnd/4279665-9,Melanommatales,Melanommatales
https://d-nb.info/gnd/4314234-5,Melanophila acuminata,Melanophila acuminata
https://d-nb.info/gnd/4264165-2,Melanophor,melanóforo
https://d-nb.info/gnd/4375175-1,Melanopsidae,Melanopsidae
https://d-nb.info/gnd/4429905-9,Melanose,melanosis
https://d-nb.info/gnd/4169365-6,Melanotisches Ameloblastom,ameloblastoma melanótico
https://d-nb.info/gnd/4169366-8,Melanotropin,melanotropina
https://d-nb.info/gnd/4757566-9,Melanotus,Melanotus
https://d-nb.info/gnd/121056758X,Melanterit,melanterita
https://d-nb.info/gnd/4652293-1,Melanthiaceae,Melanthiaceae
https://d-nb.info/gnd/4169368-1,Melaphyr,meláfiro
https://d-nb.info/gnd/4375518-5,Melarsoprol,melarsoprol
https://d-nb.info/gnd/4169369-3,Melasse,melaza
